XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551)
331,271,397,55,14,352,405,422,370,60,0,102,0,170,366,143,154,426,43,377
359,262,514,502,311,455,460,398,347,266,61,152,212,245,343,351,33,36,13,279
276,358,449,0,61,356,366,461,406,34,77,180,113,134,243,177,206,439,56,428
355,101,250,499,318,222,471,209,350,336,305,156,74,251,21,353,114,228,521,282
354,258,514,507,84,224,466,439,341,262,319,152,68,254,342,347,117,225,16,280
289,347,387,3,45,403,381,405,410,18,42,122,17,92,270,153,175,464,64,445
353,98,249,504,315,219,471,442,352,333,318,154,71,250,212,106,116,223,517,284
357,100,129,503,317,220,471,441,351,337,317,155,72,250,211,105,118,227,520,285
338,280,401,50,5,350,397,412,383,96,18,96,21,172,376,135,156,421,42,412
268,353,371,15,25,337,371,376,394,74,94,169,30,151,225,138,239,414,50,421
365,103,253,496,362,217,455,153,284,334,311,368,52,539,209,304,112,221,514,171
336,289,395,58,11,400,400,417,416,31,34,116,81,138,268,196,177,460,94,380
229,91,247,223,308,425,306,207,173,256,309,450,415,521,22,309,120,110,269,164
275,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,149,420,48,448
137,228,168,88,357,131,112,136,260,456,333,426,369,329,152,26,355,335,348,37
88,209,219,310,405,55,31,27,80,472,414,420,333,356,128,382,331,162,352,5
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
137,228,168,88,357,131,112,136,260,456,333,426,369,329,152,26,355,335,348,37
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
4,248,178,70,391,108,135,160,221,441,363,381,394,337,175,46,359,320,372,332
40,464,453,99,80,117,477,437,217,445,55,365,57,80,195,66,396,328,27,342
306,302,437,32,66,365,448,459,428,51,84,112,118,129,238,190,196,445,91,361
271,332,388,25,18,343,382,411,386,94,3,164,25,94,222,132,148,424,60,447
229,93,510,223,308,453,306,335,178,259,309,450,214,521,504,333,36,33,245,242
306,302,437,32,66,365,448,458,427,51,86,112,118,129,236,190,196,444,91,361
27,215,198,115,401,98,37,16,208,452,387,398,350,72,146,52,336,290,381,90
110,180,277,354,432,155,97,103,62,490,428,324,308,442,114,366,431,181,457,52
40,465,454,101,346,116,476,437,240,447,54,365,58,73,196,65,396,330,24,343
97,170,285,348,464,148,84,111,72,277,440,300,297,432,125,359,450,182,191,63
227,95,246,264,335,427,169,211,172,176,314,451,416,537,17,307,122,113,267,173
58,194,294,296,441,74,21,56,29,309,477,333,253,473,79,413,408,156,416,92
57,194,294,295,442,75,20,57,28,310,476,334,254,472,80,414,409,157,415,93
78,144,269,373,453,533,75,70,24,506,494,309,287,459,52,430,468,192,433,124
73,139,260,361,421,545,62,76,12,502,487,307,274,465,58,427,465,217,435,132
75,140,257,361,307,171,61,77,13,504,485,307,276,465,60,426,466,218,434,133
341,293,430,56,42,395,415,470,414,33,35,114,101,136,273,193,181,454,96,382
21,220,201,319,413,83,51,5,250,434,407,395,343,367,132,10,347,291,358,81
119,165,289,344,476,154,89,116,55,269,434,296,317,435,118,356,452,190,185,65
106,174,270,330,425,168,96,98,65,484,433,321,307,438,110,371,435,177,458,42
295,267,348,41,36,321,410,387,374,62,103,105,44,181,369,149,252,407,40,398
341,293,430,56,42,395,415,470,414,33,35,114,104,136,273,193,181,454,96,382
304,298,440,142,69,369,442,460,402,54,82,108,115,131,242,192,191,451,89,358
68,106,255,389,452,539,77,74,7,498,480,311,278,545,55,436,453,199,442,143
88,209,219,310,405,55,31,27,80,472,414,420,333,356,128,382,331,162,352,5
141,230,167,84,353,128,107,137,260,457,349,433,368,330,167,19,352,349,350,35
301,275,377,46,29,333,392,381,381,83,95,87,32,185,382,133,229,432,35,409
127,336,140,108,344,122,118,131,78,469,354,408,359,83,160,73,186,360,393,22
276,358,449,0,61,356,366,461,406,34,77,180,113,134,243,177,206,439,56,428
257,359,450,1,62,357,368,462,407,77,91,181,123,124,252,172,209,440,57,429
258,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,335,160,357,1
95,153,310,286,461,50,0,43,51,285,457,287,318,425,101,388,422,138,184,2
55,181,297,289,445,70,14,47,33,482,473,337,256,469,74,415,420,152,412,98
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
72,145,263,383,422,169,72,67,8,509,489,304,286,461,64,432,464,194,439,125
128,238,158,93,358,140,113,124,261,462,351,435,380,321,170,20,377,352,403,27
73,142,260,362,305,547,59,78,11,503,487,307,273,465,57,428,465,215,437,131
108,175,273,356,428,165,94,97,60,487,429,323,304,436,112,368,428,174,460,48
40,466,154,104,347,118,472,437,239,449,57,365,60,74,194,64,396,329,22,336
90,154,309,285,439,56,5,64,52,477,422,295,323,426,87,385,423,143,466,10
224,97,251,494,338,216,171,155,282,339,312,454,52,541,14,303,110,219,512,169
80,198,512,366,473,146,68,87,0,289,452,350,294,480,48,399,25,203,195,122
270,332,388,25,18,343,382,411,386,94,3,164,84,96,222,132,148,424,60,447
281,356,448,13,57,359,365,467,405,39,87,173,114,133,246,176,212,436,90,433
226,99,248,497,316,221,471,208,353,332,306,153,70,252,20,354,115,224,516,283
92,158,290,283,440,57,4,60,53,480,419,288,320,427,91,387,424,139,465,14
35,364,193,118,393,100,35,20,238,453,396,399,353,70,143,63,337,296,382,87
325,318,411,31,70,377,439,451,421,45,72,132,108,114,360,180,203,448,86,393
336,289,395,58,11,400,400,417,416,31,34,116,81,138,268,196,177,460,94,380
84,335,220,307,402,49,34,33,79,471,417,405,328,81,130,384,335,160,357,1
338,280,401,50,5,350,397,412,383,96,18,96,21,172,376,135,156,421,42,412
70,148,264,386,449,542,74,66,10,507,488,306,283,464,61,431,463,197,444,128
8,245,186,64,371,230,125,144,272,348,376,373,388,346,187,38,366,314,379,324
287,331,386,4,17,406,422,408,412,25,43,124,85,95,223,158,174,466,68,442
66,105,254,387,451,173,78,75,6,497,481,314,279,543,53,437,455,196,443,142
105,173,271,329,426,167,95,99,64,483,432,322,306,439,111,372,434,176,459,41
80,198,512,366,473,452,68,87,0,289,450,350,294,480,48,399,25,203,195,122
139,229,164,82,357,130,109,139,260,458,335,431,366,333,165,28,356,347,398,39
355,101,250,499,318,222,471,209,350,336,305,156,74,251,21,353,114,228,521,282
365,103,253,496,362,217,455,153,284,334,311,368,52,539,209,304,112,221,514,171
17,213,207,322,418,95,49,2,247,435,403,387,340,371,202,16,385,287,389,74
52,192,299,301,457,76,8,53,35,306,462,345,267,456,83,405,412,144,422,113
11,246,173,68,378,110,129,151,223,358,373,378,384,349,179,44,370,317,377,328
300,275,377,46,29,332,392,381,381,83,95,87,31,185,382,133,230,432,35,409
449,463,128,160,204,260,495,389,367,315,49,141,56,255,337,239,282,238,9,273
109,179,276,353,431,156,98,102,63,489,428,325,309,443,115,365,430,180,456,51
302,264,384,44,27,322,396,379,375,86,105,101,29,182,377,128,232,428,29,408
106,174,270,330,425,168,96,98,65,484,433,321,307,438,110,371,435,177,458,42
89,210,215,312,406,51,29,31,85,476,416,418,329,352,129,383,380,165,356,3
90,154,309,285,439,56,5,64,52,477,422,295,323,426,87,385,423,143,466,10
21,220,201,319,413,83,51,5,250,434,407,395,343,367,132,10,347,291,358,81
24,221,204,317,416,85,46,6,252,429,405,396,345,362,131,5,343,297,362,67
116,161,280,349,429,161,91,93,59,276,427,318,311,445,105,374,439,171,446,45
83,195,284,372,475,536,69,85,4,293,458,347,293,477,41,398,26,207,197,119
228,94,245,263,336,426,170,210,171,174,315,452,417,536,16,306,121,114,268,172
17,213,208,321,418,94,50,3,248,436,404,388,341,372,201,17,384,286,390,75
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,381,160,380,0
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
302,264,385,44,27,322,395,379,376,86,105,101,28,182,377,128,232,428,29,408
112,159,279,336,438,160,103,107,57,271,426,328,314,449,106,378,443,168,451,53
358,261,515,501,312,459,461,396,346,266,64,151,211,245,339,350,30,38,12,279
38,342,455,98,81,115,478,434,218,444,56,363,361,78,200,72,226,323,26,340
86,208,217,309,404,53,32,29,87,475,412,415,331,354,127,380,333,164,355,6
492,443,510,216,194,453,308,335,179,258,198,213,213,220,504,334,37,32,248,244
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
34,363,192,119,394,99,35,19,237,453,397,399,354,69,142,62,337,296,382,86
363,255,514,498,314,454,463,399,348,260,307,152,69,253,19,355,34,34,518,283
472,447,494,222,189,447,333,338,204,227,292,199,217,227,508,322,21,1,236,271
83,196,284,372,475,537,70,86,4,293,461,347,292,483,42,398,26,201,196,120
536,536,69,533,532,13,517,535,486,525,545,65,531,67,302,541,537,508,340,504
10,247,174,67,380,109,130,149,226,355,374,376,382,348,178,3,372,319,376,326
36,328,452,102,79,226,474,436,257,450,59,361,63,77,199,69,219,324,21,338
103,178,275,333,433,158,102,101,66,485,430,326,310,441,116,369,432,179,455,55
73,142,260,362,305,547,59,78,11,503,487,307,273,465,57,428,465,215,437,131
332,272,396,49,13,340,402,415,371,97,1,98,23,139,375,126,158,423,41,381
69,146,265,385,423,541,73,65,8,508,488,305,285,462,63,431,463,198,438,127
7,254,180,74,388,237,120,164,279,343,369,371,389,340,183,41,365,310,368,321
38,342,455,98,81,115,478,434,218,444,56,363,361,78,200,72,226,323,26,340
361,260,515,509,86,457,465,394,344,264,65,152,66,247,343,346,35,35,13,279
361,260,515,509,86,457,465,394,344,264,65,152,66,247,343,346,35,35,13,279
37,325,451,103,82,113,475,435,256,448,58,362,64,76,198,70,188,326,20,337
367,87,133,492,361,218,457,159,278,362,51,366,53,335,213,107,216,235,526,334
142,228,171,87,355,134,106,133,260,457,346,423,372,326,154,21,351,338,401,33
341,293,430,56,42,395,415,470,414,33,35,114,101,136,273,193,181,454,96,382
95,153,310,286,461,50,0,43,51,285,457,287,318,425,101,388,422,138,184,2
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
120,227,146,114,350,120,119,125,259,468,359,414,360,88,155,68,375,355,402,16
281,356,448,13,57,359,365,467,405,39,87,173,114,133,245,176,212,436,90,433
258,354,372,18,16,338,372,378,387,76,101,167,26,153,228,130,237,415,58,422
1,83,184,81,386,240,136,141,274,440,372,375,392,342,181,36,392,303,523,317
22,220,202,320,414,82,52,4,249,433,408,394,342,368,133,11,346,292,360,80
270,332,388,25,18,343,382,411,386,94,3,164,25,96,222,132,148,424,60,447
84,335,220,307,402,49,34,33,77,471,417,405,328,81,130,384,381,160,380,0
303,264,385,44,27,322,395,379,376,86,105,100,28,182,377,128,232,428,29,408
338,280,401,50,5,350,397,412,383,96,19,96,22,173,376,136,157,421,42,413
274,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,150,420,48,448
3,242,176,79,375,241,138,148,277,438,365,383,398,351,173,34,394,301,525,318
260,351,373,19,19,335,374,374,391,70,102,157,35,147,230,145,242,413,55,435
127,336,139,109,344,121,118,130,259,469,353,409,359,83,161,74,187,359,393,21
83,196,284,372,475,537,70,86,4,293,461,347,292,483,42,398,26,201,196,120
95,153,310,286,461,50,0,43,51,285,457,287,318,425,101,388,422,138,184,2
78,144,269,373,454,533,75,70,24,506,494,309,287,459,52,430,468,192,433,124
80,198,512,366,473,146,68,87,0,289,452,350,294,480,48,399,25,203,195,122
272,329,390,24,20,344,386,402,393,72,2,161,7,100,218,139,147,418,61,436
262,349,375,16,26,334,376,375,396,67,92,159,36,150,233,147,240,416,53,423
24,221,204,317,416,85,46,6,252,429,405,396,345,362,131,5,343,297,362,67
73,142,260,362,305,547,59,78,11,503,487,307,273,465,57,428,465,215,437,131
120,227,153,114,349,120,119,125,259,468,357,414,360,88,155,68,375,340,402,16
547,547,49,521,489,3,527,532,539,510,521,82,538,9,288,445,524,483,319,512
1,240,184,81,386,240,136,141,274,440,372,375,392,342,181,36,392,303,523,317
7,254,180,74,388,237,120,164,279,343,369,371,389,340,183,41,365,310,368,321
360,259,515,508,89,458,464,393,343,265,66,151,65,246,340,349,31,404,12,279
121,338,144,110,342,127,117,132,259,470,338,406,359,82,163,75,184,358,391,23
352,321,137,162,33,255,499,438,369,367,50,147,55,259,338,111,218,230,19,272
37,325,451,103,82,114,475,435,243,448,58,362,64,76,198,70,188,326,20,337
80,198,512,366,473,452,68,87,0,289,450,350,294,480,48,399,25,203,195,122
492,443,510,216,194,453,308,335,179,258,198,213,213,220,504,334,37,32,248,244
65,104,254,388,341,172,79,73,5,495,479,313,280,542,54,435,456,195,440,141
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
7,254,180,74,388,237,120,164,279,343,369,371,389,340,183,41,365,310,368,321
82,197,511,369,471,449,67,84,3,288,443,348,295,476,48,400,24,206,194,118
119,165,289,337,476,154,89,116,55,269,434,296,317,435,118,356,452,190,185,65
38,327,455,98,81,115,478,434,218,444,56,363,363,78,200,72,226,323,26,340
103,178,275,333,433,158,102,101,66,485,430,326,310,441,116,369,432,179,455,55
256,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
36,328,452,102,79,225,474,436,220,450,59,361,63,77,199,69,219,324,21,338
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
24,221,204,317,416,85,46,6,252,429,405,396,345,362,131,5,343,297,362,67
40,464,453,99,80,117,477,437,217,445,55,365,57,80,195,66,396,328,27,342
87,209,218,311,403,54,30,28,81,473,411,419,330,353,128,379,332,161,353,4
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,248,244
6,253,182,77,367,107,123,166,268,346,368,370,391,341,184,39,362,309,367,323
282,370,447,12,56,358,364,463,404,73,90,172,124,125,249,174,210,435,49,430
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,245,244
97,170,285,348,464,148,84,111,72,277,440,300,297,432,125,359,450,182,191,63
42,204,312,303,462,61,24,39,44,296,454,355,264,487,100,395,402,133,204,104
359,262,514,502,311,455,460,398,347,266,61,152,212,245,343,351,33,36,13,279
82,152,283,368,472,143,63,88,2,286,444,349,290,478,46,401,23,205,198,116
3,242,176,79,374,241,138,148,277,352,365,383,398,351,173,34,394,301,525,318
289,347,387,3,45,403,381,405,410,18,42,122,17,92,270,153,175,464,64,445
114,164,281,351,436,159,99,105,58,272,426,329,312,446,109,375,437,172,452,49
47,183,305,288,459,79,11,45,38,301,468,341,267,452,72,408,417,151,421,109
365,103,253,496,362,217,455,153,284,334,311,368,52,539,209,304,112,221,514,171
358,261,515,501,312,459,461,396,346,266,64,151,211,245,339,350,30,38,12,279
297,320,406,34,75,364,451,455,426,50,74,139,110,116,235,183,198,442,72,395
94,157,292,284,440,58,1,61,54,480,418,289,324,430,90,387,427,140,464,15
306,302,438,33,66,366,448,458,427,51,86,113,118,130,237,190,196,444,92,362
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
41,199,314,305,462,65,26,37,46,297,453,358,262,492,96,391,398,134,210,100
42,204,312,303,462,61,24,39,44,296,454,355,264,487,100,395,402,133,204,104
6,252,183,76,387,238,121,165,280,344,370,372,390,340,185,1,363,311,369,322
138,229,165,83,357,129,110,140,260,459,336,432,366,332,164,27,357,348,349,40
79,143,268,371,419,534,58,72,25,501,298,308,277,460,51,420,467,214,432,129
301,275,377,46,29,333,392,381,382,83,95,87,32,185,382,133,230,432,36,409
27,215,198,115,401,98,37,16,229,452,400,398,350,72,146,55,336,290,381,90
77,108,267,374,328,528,76,69,23,494,493,310,282,458,49,429,462,191,431,139
27,215,198,115,401,98,37,16,210,452,388,398,350,72,146,57,336,290,381,90
44,207,311,306,477,67,22,34,50,298,456,352,268,484,92,389,405,137,202,107
332,274,396,49,13,341,402,415,371,98,1,98,24,139,375,127,159,425,41,405
289,347,387,3,45,403,381,405,410,21,42,122,19,92,270,153,175,464,64,445
72,145,263,383,422,169,72,67,8,509,489,304,286,461,64,432,464,194,439,125
208,42,331,259,303,462,196,265,134,413,302,517,507,519,70,255,503,116,470,204
300,276,378,47,31,332,393,383,382,78,96,85,31,186,383,134,230,430,36,410
81,151,282,367,474,141,66,89,1,287,448,351,289,481,47,402,20,204,200,123
91,155,291,281,440,60,3,62,53,480,424,292,321,428,88,386,425,142,463,9
6,252,183,76,387,238,121,165,280,344,370,372,390,340,185,1,363,311,369,322
40,466,154,104,347,118,472,437,239,449,57,365,60,74,194,64,396,329,22,336
117,160,278,332,424,163,92,94,56,274,426,319,316,450,102,373,441,166,448,44
94,157,292,284,440,58,1,61,54,480,418,289,324,430,90,387,427,140,464,15
90,154,309,285,439,56,5,64,52,477,420,291,322,426,87,385,423,143,466,12
27,215,198,115,401,98,37,16,230,452,399,398,350,72,146,54,336,290,381,90
112,159,279,336,438,160,103,107,57,271,426,328,314,449,106,378,443,168,451,53
331,271,397,55,14,352,405,422,370,60,0,102,0,171,366,143,154,426,43,378
8,244,187,65,372,230,124,145,288,347,377,373,387,345,188,2,367,315,378,324
289,347,387,3,45,403,381,405,410,18,42,122,17,92,270,153,175,464,64,445
28,365,196,122,399,106,36,21,234,455,390,403,357,71,141,48,341,296,382,83
91,155,291,281,440,60,3,62,53,480,424,292,321,428,88,386,425,142,463,9
305,298,439,143,68,369,442,460,402,53,82,109,116,132,241,192,192,451,88,358
332,272,396,49,13,340,402,415,371,97,1,98,23,175,375,126,158,423,41,405
39,326,456,100,83,112,479,433,241,446,53,364,61,75,197,71,224,325,25,341
295,267,348,42,37,321,410,387,373,63,103,104,44,180,369,148,251,406,40,399
307,303,436,43,65,368,450,457,429,52,83,110,122,128,379,188,195,447,93,391
90,154,308,285,439,56,5,64,52,477,423,294,327,426,87,385,423,143,466,11
492,443,510,216,194,453,308,335,179,258,63,213,213,220,504,334,37,32,245,244
30,367,194,121,397,102,36,18,236,455,395,401,356,71,138,50,339,295,382,88
530,489,42,518,480,22,538,517,546,530,525,60,521,2,291,438,515,504,310,521
44,207,311,306,462,67,22,34,50,298,456,352,268,484,92,389,405,137,202,107
35,364,193,118,393,100,35,20,238,453,396,399,353,70,143,63,337,295,382,87
300,275,377,46,29,332,392,381,381,83,95,87,31,185,382,133,230,432,36,409
508,508,35,547,495,36,504,492,499,536,537,9,545,44,311,502,544,539,329,542
290,346,446,2,46,402,420,473,410,19,41,123,18,92,271,152,176,463,65,446
519,486,18,477,510,30,147,530,501,196,507,14,518,18,325,450,77,493,546,527
271,332,388,25,18,343,382,411,386,94,3,164,25,94,222,132,148,424,60,447
32,362,190,117,396,104,35,23,231,454,392,402,352,68,144,61,338,296,382,85
338,280,401,50,5,350,399,412,383,96,18,96,21,172,376,135,156,421,42,412
83,149,284,372,475,535,64,90,4,293,459,347,291,479,44,398,26,208,199,117
75,140,257,361,307,171,61,77,13,504,485,307,276,465,60,426,466,218,434,133
10,247,174,67,380,109,130,149,226,355,374,376,382,348,178,3,372,319,376,326
302,265,384,45,28,322,396,380,376,85,106,101,29,183,378,129,232,428,29,408
40,467,155,105,78,119,473,437,216,451,60,365,59,79,193,67,396,327,23,339
106,174,270,330,425,168,96,98,65,484,433,321,307,438,110,371,435,177,458,42
71,147,263,384,450,170,71,68,9,509,490,306,284,463,62,433,464,193,445,126
90,154,309,285,439,56,5,64,52,477,420,291,322,426,87,385,423,143,466,12
82,152,283,368,472,143,63,88,2,286,444,349,290,478,46,401,23,205,198,116
105,173,271,329,426,167,95,99,64,483,432,322,306,439,111,372,434,176,459,41
120,227,152,114,348,120,119,125,78,468,358,414,360,88,155,68,375,339,402,16
274,333,389,26,22,342,380,406,398,95,15,165,16,103,229,137,150,420,48,448
10,247,174,67,380,109,130,149,226,355,374,376,382,348,178,3,372,319,376,326
74,141,256,362,306,546,60,79,13,505,486,307,275,465,59,425,466,216,436,130
303,264,385,44,27,323,395,379,375,79,105,100,28,182,377,128,231,429,28,407
77,108,267,374,328,528,76,69,23,494,493,310,282,458,49,429,462,191,431,139
52,192,299,301,457,76,8,53,35,306,462,345,267,456,83,405,412,144,422,113
309,300,441,141,67,371,441,449,400,55,81,106,121,127,381,191,194,450,87,356
27,215,198,115,401,98,37,16,228,452,398,398,350,72,146,58,336,290,381,90
287,331,386,4,17,406,422,408,412,25,43,124,85,95,223,158,174,466,68,442
94,157,292,284,440,58,1,61,54,480,418,289,324,430,90,387,427,140,464,15
88,209,219,310,405,55,31,27,80,472,414,420,333,356,128,382,331,162,352,5
95,153,310,286,461,50,0,43,51,285,457,287,318,425,101,388,422,138,184,2
366,102,130,495,363,215,456,154,285,338,313,367,51,540,210,104,113,220,513,168
258,354,372,18,16,338,372,377,387,75,101,166,26,152,227,130,237,415,58,422
