,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,Class
6646,0.31,0.95,0.05,0.61,0.0,0.23,0.32,0.0,0.77,0.18,1.0,0.51,0.82,0.85,0.37,1.0,0
6647,0.32,1.0,0.06,0.77,0.0,0.33,0.3,0.0,0.81,0.06,1.0,0.44,0.76,0.82,0.26,0.88,0
6648,0.32,0.74,0.08,0.39,0.27,0.0,0.73,0.11,1.0,0.48,0.82,0.89,0.37,1.0,0.0,0.74,0
6649,0.32,0.95,0.01,0.65,0.0,0.25,0.35,0.0,0.79,0.13,1.0,0.49,0.81,0.85,0.37,1.0,0
6650,0.33,0.83,0.01,0.71,0.0,0.13,0.62,0.0,1.0,0.48,0.73,1.0,0.16,0.77,0.08,0.2,0
6651,0.34,1.0,0.17,0.85,0.0,0.38,0.27,0.0,0.82,0.09,1.0,0.53,0.6,0.87,0.05,0.89,0
6652,0.34,0.84,0.09,0.64,0.0,0.25,0.41,0.0,0.88,0.27,1.0,0.67,0.68,1.0,0.12,0.85,0
6653,0.35,1.0,0.02,0.66,0.0,0.21,0.41,0.0,0.87,0.09,1.0,0.51,0.69,0.85,0.23,0.89,0
6654,0.35,0.84,0.0,0.65,0.04,0.21,0.49,0.0,0.95,0.24,1.0,0.67,0.64,1.0,0.05,0.95,0
6655,0.35,0.98,0.06,0.7,0.0,0.25,0.34,0.0,0.77,0.12,1.0,0.5,0.84,0.92,0.41,1.0,0
6656,0.36,1.0,0.05,0.66,0.0,0.22,0.4,0.0,0.85,0.19,1.0,0.59,0.65,0.89,0.15,0.94,0
6657,0.37,1.0,0.08,0.78,0.0,0.39,0.18,0.04,0.59,0.0,0.91,0.26,1.0,0.64,0.72,0.92,0
6658,0.37,0.92,0.06,0.59,0.0,0.13,0.39,0.0,0.78,0.25,1.0,0.65,0.75,1.0,0.3,1.0,0
6659,0.38,1.0,0.07,0.83,0.0,0.35,0.32,0.0,0.81,0.1,1.0,0.54,0.7,0.92,0.21,0.9,0
6660,0.38,0.96,0.06,0.6,0.0,0.19,0.47,0.0,0.99,0.25,1.0,0.65,0.71,1.0,0.17,0.85,0
6661,0.39,0.79,0.08,0.71,0.0,0.24,0.4,0.0,0.87,0.24,1.0,0.69,0.62,1.0,0.16,0.8,0
6662,0.39,0.96,0.04,0.61,0.0,0.18,0.49,0.0,0.96,0.26,1.0,0.7,0.61,1.0,0.05,0.88,0
6663,0.4,0.88,0.23,0.45,0.39,0.0,0.85,0.03,1.0,0.49,0.79,0.93,0.32,1.0,0.0,0.67,0
6664,0.41,1.0,0.25,0.5,0.47,0.04,0.86,0.0,1.0,0.48,0.74,0.91,0.35,1.0,0.0,0.76,0
6665,0.41,0.96,0.06,0.63,0.0,0.11,0.48,0.0,0.92,0.31,1.0,0.82,0.51,1.0,0.18,0.62,0
6666,0.42,0.86,0.24,0.44,0.36,0.0,0.82,0.03,1.0,0.48,0.86,0.92,0.34,1.0,0.0,0.63,0
6667,0.43,0.61,0.1,0.23,0.46,0.0,0.88,0.31,1.0,0.76,0.64,1.0,0.24,0.67,0.0,0.25,0
6668,0.43,0.78,0.03,0.49,0.0,0.09,0.57,0.0,0.98,0.3,1.0,0.7,0.6,1.0,0.39,0.69,0
6669,0.44,0.95,0.23,0.49,0.22,0.0,0.68,0.04,1.0,0.45,1.0,0.94,0.47,1.0,0.0,0.75,0
6670,0.45,1.0,0.1,0.67,0.07,0.16,0.56,0.0,1.0,0.31,0.91,0.79,0.38,0.95,0.0,0.61,0
6671,0.45,0.98,0.13,0.71,0.13,0.21,0.59,0.0,1.0,0.34,0.81,0.79,0.28,1.0,0.0,0.67,0
6672,0.46,0.9,0.14,0.79,0.09,0.19,0.61,0.0,1.0,0.47,0.76,1.0,0.18,0.85,0.0,0.28,0
6673,0.47,0.82,0.17,0.73,0.0,0.34,0.25,0.0,0.71,0.09,1.0,0.44,0.97,0.85,0.55,1.0,0
6674,0.48,1.0,0.08,0.73,0.0,0.31,0.29,0.0,0.78,0.16,1.0,0.54,0.79,0.91,0.33,0.79,0
6675,0.48,0.53,0.1,0.54,0.0,0.0,0.49,0.06,0.88,0.48,1.0,1.0,0.48,0.84,0.07,0.44,0
6676,0.48,0.99,0.17,0.66,0.0,0.26,0.35,0.0,0.82,0.24,1.0,0.64,0.78,1.0,0.25,0.86,0
6677,0.49,0.94,0.1,0.7,0.0,0.33,0.25,0.0,0.82,0.09,1.0,0.44,0.91,0.81,0.42,1.0,0
6678,0.51,1.0,0.12,0.82,0.0,0.36,0.24,0.0,0.7,0.09,1.0,0.46,0.85,0.88,0.4,0.88,0
6679,0.51,0.86,0.45,1.0,0.09,0.51,0.13,0.0,0.69,0.22,1.0,0.71,0.54,0.95,0.0,0.68,0
6680,0.52,0.84,0.19,0.94,0.0,0.5,0.2,0.07,0.66,0.0,1.0,0.33,0.96,0.79,0.54,1.0,0
6681,0.53,0.86,0.14,0.64,0.0,0.29,0.26,0.0,0.76,0.18,1.0,0.52,0.98,0.87,0.49,1.0,0
6682,0.55,1.0,0.16,0.79,0.0,0.39,0.05,0.0,0.61,0.01,1.0,0.31,0.67,0.61,0.05,0.67,0
6683,0.56,1.0,0.15,0.71,0.0,0.29,0.34,0.0,0.79,0.21,1.0,0.62,0.75,0.97,0.26,0.83,0
6684,0.56,1.0,0.19,0.76,0.0,0.37,0.13,0.0,0.66,0.09,1.0,0.41,0.94,0.8,0.44,0.84,0
6685,0.57,0.91,0.22,0.7,0.0,0.24,0.37,0.0,0.81,0.21,1.0,0.67,0.69,1.0,0.3,0.73,0
6686,0.58,0.62,0.08,0.46,0.12,0.0,0.67,0.15,1.0,0.56,0.9,1.0,0.34,0.81,0.0,0.41,0
6687,0.59,0.79,0.4,0.99,0.0,0.62,0.01,0.14,0.59,0.0,1.0,0.35,0.8,0.8,0.21,1.0,0
6688,0.61,1.0,0.21,0.76,0.0,0.44,0.1,0.1,0.6,0.0,0.98,0.23,1.0,0.58,0.79,0.9,0
6689,0.62,0.88,0.2,0.65,0.0,0.24,0.34,0.0,0.78,0.24,1.0,0.63,0.77,1.0,0.26,0.93,0
6690,0.62,0.98,0.22,0.72,0.0,0.29,0.28,0.0,0.77,0.15,1.0,0.57,0.86,1.0,0.37,0.97,0
6691,0.63,0.99,0.25,0.77,0.0,0.35,0.22,0.0,0.73,0.17,1.0,0.58,0.79,1.0,0.33,0.91,0
6692,0.66,0.98,0.55,0.7,0.98,0.68,1.0,1.0,0.57,0.92,0.33,0.62,0.16,0.31,0.0,0.0,0
6693,0.67,0.93,0.26,0.7,0.0,0.35,0.15,0.0,0.63,0.12,0.92,0.46,1.0,0.86,0.62,1.0,0
6694,0.7,1.0,0.25,0.75,0.0,0.34,0.25,0.0,0.73,0.22,1.0,0.62,0.75,0.98,0.23,0.93,0
6695,0.7,1.0,0.27,0.75,0.0,0.39,0.06,0.0,0.63,0.02,1.0,0.33,0.93,0.71,0.38,0.74,0
6696,0.73,0.98,0.14,0.78,0.19,0.0,1.0,0.41,0.56,1.0,0.0,0.58,0.76,0.85,0.14,0.13,0
6697,0.75,1.0,0.26,0.84,0.0,0.42,0.13,0.0,0.69,0.07,1.0,0.46,0.84,0.89,0.33,0.85,0
6698,0.76,0.49,0.7,0.92,0.27,1.0,0.0,0.66,0.03,0.19,0.41,0.0,0.8,0.21,1.0,0.57,0
6699,0.77,0.96,0.27,1.0,0.0,0.67,0.03,0.27,0.42,0.0,0.89,0.12,1.0,0.52,0.88,0.9,0
6700,0.8,0.7,0.57,1.0,0.15,0.73,0.0,0.3,0.34,0.0,0.83,0.15,1.0,0.56,0.75,0.88,0
6701,0.82,0.8,0.47,1.0,0.05,0.75,0.0,0.32,0.34,0.0,0.85,0.14,1.0,0.55,0.85,0.97,0
6702,0.86,1.0,0.34,0.98,0.0,0.62,0.09,0.22,0.57,0.0,1.0,0.25,0.94,0.66,0.51,0.94,0
6703,0.86,1.0,0.56,0.99,0.19,0.67,0.0,0.25,0.31,0.0,0.81,0.15,1.0,0.53,0.78,0.93,0
6704,0.08,0.97,0.14,0.72,0.0,0.35,0.1,0.0,0.69,0.18,1.0,0.53,0.9,0.9,0.25,1.0,0
6705,0.91,1.0,0.42,0.86,0.0,0.11,0.52,0.0,1.0,0.7,0.39,0.77,0.76,0.71,0.21,0.07,0
6706,0.09,0.77,0.0,0.28,0.33,0.0,0.74,0.16,1.0,0.56,0.77,0.95,0.33,1.0,0.01,0.68,0
6707,0.98,0.68,0.72,1.0,0.25,0.83,0.0,0.39,0.27,0.0,0.77,0.04,1.0,0.47,0.95,0.83,0
6708,0.0,1.0,0.0,0.86,0.18,0.72,0.36,0.57,0.55,0.43,0.82,0.28,1.0,0.14,0.73,0.0,1
6709,0.0,0.17,0.0,0.41,0.61,0.7,1.0,1.0,1.0,0.96,0.89,0.64,0.79,0.32,0.68,0.0,1
6710,0.0,0.22,0.21,0.46,0.61,0.73,1.0,1.0,0.91,0.88,0.61,0.59,0.39,0.3,0.24,0.0,1
6711,0.0,0.27,0.33,0.5,0.76,0.74,0.9,1.0,0.81,0.8,0.76,0.53,0.79,0.26,1.0,0.0,1
6712,0.0,0.29,0.32,0.52,0.68,0.76,1.0,1.0,0.95,0.76,0.89,0.5,0.78,0.25,0.76,0.0,1
6713,0.0,0.32,0.33,0.41,0.62,0.64,0.85,0.94,1.0,1.0,0.85,0.66,0.7,0.34,0.57,0.0,1
6714,0.0,0.34,0.34,0.55,0.7,0.77,1.0,1.0,0.95,0.78,0.84,0.51,0.73,0.26,0.64,0.0,1
6715,0.0,0.35,0.44,0.64,0.61,1.0,0.61,0.48,0.31,0.1,0.0,0.0,0.54,0.02,1.0,0.01,1
6716,0.0,0.36,0.35,0.56,0.68,0.78,1.0,1.0,0.94,0.76,0.8,0.51,0.7,0.25,0.7,0.0,1
6717,0.0,0.38,0.31,0.56,0.67,0.77,1.0,1.0,0.93,0.91,0.72,0.62,0.58,0.32,0.58,0.0,1
6718,0.0,0.38,0.42,0.6,0.74,1.0,0.62,0.61,0.55,0.17,0.03,0.01,0.19,0.0,1.0,0.05,1
6719,0.0,0.39,0.42,0.52,0.76,0.74,1.0,1.0,0.92,0.87,0.82,0.58,0.71,0.29,0.68,0.0,1
6720,0.0,0.4,0.31,0.62,0.68,0.78,1.0,1.0,0.91,0.91,0.67,0.62,0.46,0.33,0.36,0.0,1
6721,0.0,0.41,0.47,0.58,0.92,0.84,1.0,1.0,0.84,0.71,0.71,0.42,0.66,0.13,0.74,0.0,1
6722,0.0,0.42,0.1,0.6,0.68,0.83,1.0,1.0,0.77,0.75,0.61,0.5,0.48,0.25,0.35,0.0,1
6723,0.0,0.04,0.29,0.27,0.55,0.56,0.79,0.85,1.0,1.0,0.84,0.67,0.69,0.34,0.62,0.0,1
6724,0.0,0.43,0.32,0.61,0.68,0.82,1.0,1.0,0.85,0.75,0.66,0.49,0.45,0.24,0.25,0.0,1
6725,0.0,0.44,0.24,0.55,0.62,0.78,1.0,1.0,1.0,0.8,0.95,0.52,0.91,0.24,0.81,0.0,1
6726,0.0,0.44,0.33,0.65,0.73,0.87,1.0,1.0,0.79,0.75,0.56,0.5,0.39,0.24,0.59,0.0,1
6727,0.0,0.45,0.29,0.67,0.62,0.89,1.0,1.0,0.84,0.75,0.65,0.5,0.53,0.26,0.49,0.0,1
6728,0.0,0.46,0.37,0.65,0.74,0.85,1.0,1.0,0.82,0.74,0.63,0.49,0.4,0.24,0.15,0.0,1
6729,0.0,0.04,0.74,0.29,1.0,0.62,0.88,0.95,0.74,1.0,0.74,0.67,0.74,0.33,0.76,0.0,1
6730,0.0,0.48,0.13,0.65,0.47,0.83,0.82,1.0,1.0,0.94,0.77,0.63,0.54,0.33,0.45,0.0,1
6731,0.0,0.49,0.16,0.59,0.52,0.8,0.9,1.0,1.0,0.84,0.82,0.56,0.64,0.28,0.5,0.0,1
6732,0.0,0.5,0.42,0.71,0.81,0.95,1.0,1.0,0.74,0.75,0.52,0.5,0.39,0.25,0.39,0.0,1
6733,0.0,0.51,0.21,0.56,0.62,0.78,1.0,1.0,0.77,0.79,0.52,0.53,0.32,0.26,0.24,0.0,1
6734,0.0,0.51,0.25,0.74,0.49,1.0,0.49,0.81,0.52,0.54,0.56,0.28,0.68,0.02,1.0,0.0,1
6735,0.0,0.52,0.31,0.78,0.6,1.0,0.56,0.61,0.56,0.22,0.33,0.02,0.55,0.0,1.0,0.02,1
6736,0.0,0.52,0.37,0.73,0.76,0.94,1.0,1.0,0.75,0.75,0.53,0.49,0.35,0.22,0.28,0.0,1
6737,0.0,0.53,0.29,0.81,0.49,1.0,0.44,0.66,0.4,0.31,0.25,0.0,0.54,0.05,1.0,0.06,1
6738,0.0,0.53,0.34,0.82,0.45,1.0,0.43,0.65,0.5,0.3,0.4,0.0,0.37,0.02,1.0,0.07,1
6739,0.0,0.53,0.45,0.68,0.8,0.9,1.0,1.0,0.98,0.75,0.98,0.5,0.95,0.25,0.93,0.0,1
6740,0.0,0.54,0.38,0.77,0.82,1.0,0.76,0.88,0.65,0.63,0.7,0.38,0.7,0.13,1.0,0.0,1
6741,0.0,0.54,0.49,0.75,0.96,1.0,0.91,0.75,0.69,0.45,0.51,0.16,0.27,0.0,1.0,0.06,1
6742,0.0,0.55,0.34,0.74,0.74,0.91,1.0,1.0,0.8,0.75,0.62,0.49,0.42,0.25,0.24,0.0,1
6743,0.0,0.55,0.41,0.82,0.72,1.0,0.66,0.65,0.63,0.29,0.31,0.0,0.33,0.04,1.0,0.05,1
6744,0.0,0.55,0.06,0.7,0.54,0.9,1.0,1.0,0.76,0.75,0.49,0.5,0.24,0.25,0.05,0.0,1
6745,0.0,0.56,0.34,0.68,0.69,0.83,1.0,1.0,0.97,0.75,0.87,0.5,0.78,0.24,0.76,0.0,1
6746,0.0,0.57,0.15,0.62,0.59,0.8,1.0,1.0,1.0,0.83,0.78,0.55,0.57,0.28,0.37,0.0,1
6747,0.0,0.57,0.33,0.76,0.58,1.0,0.78,0.99,0.78,0.74,0.78,0.49,0.83,0.24,1.0,0.0,1
6748,0.0,0.58,0.36,0.71,0.87,0.91,1.0,1.0,0.87,0.75,0.77,0.5,0.72,0.25,0.77,0.0,1
6749,0.0,0.59,0.2,0.79,1.0,1.0,1.0,0.9,0.6,0.67,0.33,0.44,0.07,0.22,0.33,0.0,1
6750,0.0,0.59,0.46,0.7,0.86,0.91,1.0,1.0,0.95,0.75,0.92,0.5,0.89,0.25,0.95,0.0,1
6751,0.0,0.6,0.38,0.8,0.8,1.0,1.0,0.92,0.8,0.69,0.65,0.46,0.55,0.23,0.55,0.0,1
6752,0.0,0.6,0.39,0.74,0.73,0.91,1.0,1.0,0.8,0.75,0.67,0.51,0.51,0.25,0.39,0.0,1
6753,0.0,0.61,0.29,0.88,0.51,1.0,0.43,0.66,0.43,0.32,0.23,0.0,0.11,0.02,1.0,0.03,1
6754,0.0,0.61,0.34,0.91,0.51,1.0,0.48,0.6,0.45,0.19,0.04,0.0,0.48,0.01,1.0,0.03,1
6755,0.0,0.62,0.31,0.82,1.0,1.0,1.0,0.8,0.81,0.6,0.38,0.4,0.06,0.2,0.12,0.0,1
6756,0.0,0.62,0.38,0.79,0.77,0.97,1.0,1.0,0.84,0.75,0.64,0.51,0.52,0.26,0.56,0.0,1
6757,0.0,0.63,0.19,0.73,0.58,0.97,0.65,1.0,0.58,0.73,0.5,0.48,0.54,0.22,1.0,0.0,1
6758,0.0,0.63,0.44,0.8,0.87,1.0,1.0,0.98,0.77,0.74,0.54,0.49,0.3,0.25,0.15,0.0,1
6759,0.0,0.64,0.42,0.81,0.81,1.0,1.0,0.95,0.81,0.7,0.57,0.45,0.3,0.21,0.33,0.0,1
6760,0.0,0.65,0.2,0.81,0.65,1.0,1.0,0.98,0.89,0.74,0.76,0.5,0.65,0.24,0.63,0.0,1
6761,0.0,0.65,0.33,0.84,0.78,1.0,1.0,0.94,0.75,0.71,0.48,0.48,0.23,0.24,0.04,0.0,1
6762,0.0,0.65,0.52,0.78,0.77,1.0,0.77,0.89,0.76,0.66,0.76,0.43,0.77,0.19,1.0,0.0,1
6763,0.0,0.66,0.35,1.0,0.45,0.92,0.41,0.38,0.22,0.01,0.05,0.0,0.53,0.03,1.0,0.06,1
6764,0.0,0.66,0.47,1.0,0.81,0.98,0.79,0.5,0.85,0.0,0.27,0.0,0.23,0.08,1.0,0.0,1
6765,0.0,0.67,0.38,0.82,0.88,1.0,1.0,0.82,0.85,0.61,0.65,0.4,0.46,0.2,0.23,0.0,1
6766,0.0,0.67,0.42,0.98,0.63,1.0,0.53,0.63,0.48,0.27,0.1,0.01,0.15,0.0,1.0,0.0,1
6767,0.0,0.67,0.52,0.79,0.81,1.0,0.88,0.87,0.88,0.64,0.88,0.41,0.9,0.18,1.0,0.0,1
6768,0.0,0.68,0.45,0.75,0.8,0.95,1.0,1.0,0.98,0.75,0.96,0.5,0.92,0.25,0.88,0.0,1
6769,0.0,0.69,0.43,0.96,0.59,1.0,0.51,0.6,0.46,0.2,0.13,0.0,0.42,0.06,1.0,0.1,1
6770,0.0,0.69,0.57,0.88,1.0,1.0,0.79,0.8,0.64,0.6,0.57,0.4,0.57,0.2,0.93,0.0,1
6771,0.0,0.71,0.39,0.79,0.82,1.0,1.0,0.95,0.93,0.71,0.87,0.46,0.75,0.22,0.84,0.0,1
6772,0.0,0.71,0.47,0.85,1.0,1.0,0.92,0.82,0.75,0.6,0.62,0.38,0.45,0.16,0.4,0.0,1
6773,0.0,0.72,0.54,0.82,0.96,1.0,1.0,0.88,0.85,0.66,0.69,0.44,0.54,0.22,0.42,0.0,1
6774,0.0,0.73,0.48,0.81,0.88,1.0,1.0,0.99,0.94,0.73,0.88,0.48,0.82,0.22,0.91,0.0,1
6775,0.0,0.75,0.45,0.85,1.0,1.0,0.84,0.8,0.71,0.59,0.58,0.37,0.55,0.15,0.63,0.0,1
6776,0.0,0.76,0.63,0.91,1.0,1.0,0.9,0.8,0.73,0.6,0.57,0.4,0.5,0.2,0.6,0.0,1
6777,0.0,0.78,0.44,1.0,0.68,0.85,0.66,0.46,0.8,0.08,1.0,0.0,0.38,0.02,0.01,0.07,1
6778,0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
6779,1.0,1.0,0.0,0.87,0.0,0.73,0.17,0.58,0.33,0.44,0.33,0.29,0.5,0.15,0.67,0.0,1
6780,1.0,1.0,1.0,0.9,0.5,0.75,0.25,0.6,0.0,0.45,0.0,0.3,0.0,0.15,0.0,0.0,1
6781,1.0,1.0,0.72,0.86,0.52,0.71,0.34,0.57,0.17,0.43,0.07,0.29,0.0,0.14,0.0,0.0,1
6782,1.0,1.0,0.78,0.86,0.6,0.72,0.44,0.58,0.33,0.44,0.18,0.29,0.07,0.14,0.0,0.0,1
6783,1.0,1.0,0.83,0.96,0.67,0.8,0.5,0.64,0.37,0.48,0.2,0.32,0.07,0.16,0.0,0.0,1
6784,1.0,1.0,0.93,0.85,0.67,0.72,0.47,0.58,0.27,0.42,0.07,0.28,0.0,0.14,0.13,0.0,1
6785,1.0,1.0,0.95,0.85,0.84,0.7,0.71,0.55,0.55,0.41,0.36,0.27,0.14,0.13,0.0,0.0,1
6786,1.0,0.93,0.9,1.0,0.7,0.83,0.6,0.67,0.4,0.5,0.3,0.33,0.1,0.17,0.0,0.0,1
6787,0.12,0.54,0.58,0.77,1.0,1.0,0.83,0.92,0.67,0.69,0.42,0.45,0.21,0.21,0.0,0.0,1
6788,0.12,0.72,0.75,0.91,1.0,1.0,0.56,0.8,0.19,0.6,0.06,0.4,0.0,0.2,0.0,0.0,1
6789,0.14,0.55,0.43,1.0,0.46,0.92,0.41,0.36,0.09,0.0,0.0,0.02,0.5,0.0,1.0,0.01,1
6790,0.15,0.65,0.44,0.92,0.55,1.0,0.54,0.62,0.45,0.25,0.0,0.0,0.36,0.01,1.0,0.05,1
6791,0.15,0.77,0.75,1.0,1.0,1.0,0.91,0.58,0.91,0.16,0.49,0.0,0.0,0.06,0.78,0.04,1
6792,0.18,0.6,0.39,1.0,0.45,0.82,0.46,0.32,0.2,0.0,0.0,0.01,0.5,0.04,1.0,0.11,1
6793,0.18,0.7,0.49,1.0,0.47,0.86,0.36,0.4,0.04,0.07,0.0,0.0,0.5,0.04,1.0,0.09,1
6794,0.2,0.87,1.0,1.0,0.8,0.83,0.4,0.66,0.2,0.49,0.0,0.33,0.0,0.15,1.0,0.0,1
6795,0.21,0.57,0.43,1.0,0.44,0.79,0.36,0.3,0.0,0.02,0.05,0.03,0.53,0.01,1.0,0.0,1
6796,0.22,0.57,0.5,0.98,0.61,1.0,0.56,0.5,0.35,0.1,0.0,0.02,0.52,0.06,1.0,0.0,1
6797,0.23,0.65,0.43,0.91,0.59,1.0,0.47,0.5,0.36,0.01,0.0,0.0,0.5,0.02,1.0,0.02,1
6798,0.24,0.64,0.52,0.93,0.67,1.0,0.57,0.48,0.39,0.0,0.0,0.0,0.5,0.01,1.0,0.02,1
6799,0.25,0.76,0.66,1.0,0.64,0.78,0.48,0.34,0.29,0.0,0.0,0.07,0.5,0.1,1.0,0.15,1
6800,0.27,0.6,0.73,0.91,0.85,1.0,0.8,0.62,0.76,0.25,0.0,0.09,0.04,0.0,1.0,0.08,1
6801,0.29,0.62,0.52,1.0,0.5,0.95,0.52,0.54,0.52,0.12,0.0,0.0,0.45,0.04,1.0,0.05,1
6802,0.31,0.63,0.69,0.79,1.0,1.0,0.87,0.85,0.64,0.62,0.43,0.4,0.21,0.17,0.0,0.0,1
6803,0.31,0.74,0.71,1.0,0.74,0.79,0.62,0.35,0.44,0.0,0.0,0.04,0.5,0.04,1.0,0.07,1
6804,0.33,0.57,0.5,0.75,0.97,0.98,1.0,1.0,0.7,0.75,0.4,0.5,0.13,0.25,0.0,0.0,1
6805,0.33,0.74,0.71,1.0,0.6,0.71,0.47,0.3,0.26,0.0,0.0,0.03,0.5,0.02,1.0,0.04,1
6806,0.34,0.79,0.69,1.0,0.6,0.75,0.41,0.26,0.13,0.0,0.0,0.08,0.5,0.07,1.0,0.05,1
6807,0.36,0.81,0.69,0.9,1.0,1.0,0.8,0.8,0.6,0.6,0.41,0.4,0.2,0.19,0.0,0.0,1
6808,0.38,0.58,0.85,0.86,0.85,1.0,0.7,0.6,0.59,0.21,0.0,0.0,0.23,0.03,1.0,0.08,1
6809,0.39,1.0,0.16,0.74,0.4,0.57,0.14,0.8,0.32,0.35,0.0,0.07,0.18,0.0,1.0,0.08,1
6810,0.43,0.83,0.42,0.76,0.52,1.0,0.46,0.44,0.36,0.0,0.0,0.13,0.5,0.12,1.0,0.13,1
6811,0.04,0.61,0.26,0.97,0.38,1.0,0.28,0.6,0.16,0.21,0.0,0.02,0.49,0.02,1.0,0.0,1
6812,0.04,0.71,0.32,1.0,0.37,0.95,0.33,0.57,0.29,0.19,0.0,0.0,0.49,0.01,1.0,0.04,1
6813,0.48,0.73,0.62,0.8,1.0,1.0,0.88,0.85,0.6,0.64,0.38,0.42,0.15,0.21,0.0,0.0,1
6814,0.51,0.81,0.86,1.0,0.81,0.85,0.81,0.58,0.88,0.31,0.56,0.06,0.0,0.0,1.0,0.02,1
6815,0.55,0.83,1.0,1.0,0.93,0.83,0.82,0.56,0.84,0.28,0.71,0.02,0.0,0.0,0.73,0.03,1
6816,0.6,0.72,0.89,1.0,0.73,0.83,0.62,0.49,0.44,0.15,0.0,0.0,0.47,0.04,1.0,0.05,1
6817,0.67,1.0,0.67,0.85,1.0,0.71,0.67,0.57,0.33,0.42,0.0,0.28,0.0,0.14,0.0,0.0,1
6818,0.75,1.0,1.0,0.99,0.83,0.83,0.75,0.66,0.5,0.49,0.25,0.33,0.08,0.17,0.0,0.0,1
6819,0.07,0.72,0.0,0.57,0.52,0.77,1.0,1.0,0.93,0.84,0.67,0.56,0.41,0.28,0.22,0.0,1
6820,0.08,0.49,0.6,0.72,1.0,1.0,0.75,0.74,0.48,0.45,0.29,0.15,0.0,0.0,0.88,0.01,1
6821,0.08,0.79,0.56,1.0,0.71,0.92,0.64,0.51,0.53,0.11,0.0,0.01,0.42,0.01,1.0,0.0,1
6822,0.09,0.59,0.39,0.87,0.61,1.0,0.46,0.59,0.22,0.22,0.0,0.03,0.5,0.02,1.0,0.0,1
6823,0.0,0.62,0.16,1.0,0.37,0.82,0.24,0.42,0.08,0.08,0.38,0.02,0.69,0.0,1.0,0.0,2
6824,0.0,0.62,0.22,0.89,0.69,1.0,0.86,0.77,0.59,0.5,0.28,0.26,0.47,0.04,1.0,0.0,2
6825,0.0,0.64,0.16,1.0,0.57,0.89,0.4,0.48,0.02,0.17,0.01,0.18,0.49,0.0,1.0,0.0,2
6826,0.0,0.66,0.16,0.93,0.83,1.0,0.91,0.73,0.62,0.46,0.22,0.21,0.28,0.0,1.0,0.03,2
6827,0.0,0.66,0.24,0.96,0.56,1.0,0.45,0.63,0.24,0.3,0.15,0.0,0.57,0.04,1.0,0.07,2
6828,0.0,0.68,0.26,1.0,0.69,0.94,0.62,0.52,0.31,0.19,0.18,0.18,0.6,0.0,1.0,0.08,2
6829,0.0,0.69,0.29,1.0,0.49,0.75,0.33,0.36,0.03,0.04,0.09,0.14,0.54,0.06,1.0,0.0,2
6830,0.0,0.7,0.06,0.98,0.46,1.0,0.76,0.77,0.5,0.46,0.24,0.17,0.58,0.0,1.0,0.01,2
6831,0.0,0.72,0.09,1.0,0.68,0.94,0.74,0.63,0.49,0.34,0.06,0.09,0.3,0.0,1.0,0.01,2
6832,0.0,0.73,0.04,1.0,0.7,1.0,0.93,0.7,0.61,0.38,0.15,0.12,0.31,0.0,1.0,0.06,2
6833,0.0,0.74,0.28,1.0,0.69,0.99,0.79,0.63,0.59,0.28,0.28,0.0,0.57,0.0,1.0,0.02,2
6834,0.0,0.75,0.15,1.0,0.47,0.99,0.42,0.69,0.31,0.39,0.3,0.09,0.63,0.0,1.0,0.01,2
6835,0.0,0.75,0.36,1.0,0.63,0.73,0.47,0.34,0.14,0.04,0.04,0.1,0.52,0.09,1.0,0.0,2
6836,0.0,0.76,0.24,1.0,0.65,0.97,0.61,0.63,0.4,0.31,0.06,0.05,0.51,0.02,1.0,0.0,2
6837,0.0,0.77,0.27,1.0,0.54,0.89,0.33,0.6,0.11,0.32,0.16,0.03,0.58,0.0,1.0,0.03,2
6838,0.0,0.78,0.23,1.0,0.52,0.88,0.39,0.62,0.25,0.37,0.11,0.12,0.47,0.0,1.0,0.04,2
6839,0.0,0.78,0.28,1.0,0.58,0.88,0.45,0.56,0.24,0.28,0.12,0.01,0.55,0.0,1.0,0.02,2
6840,0.0,0.79,0.27,0.99,0.66,1.0,0.81,0.75,0.58,0.49,0.34,0.22,0.61,0.04,1.0,0.0,2
6841,0.0,0.79,0.33,1.0,0.63,0.82,0.44,0.49,0.14,0.22,0.19,0.01,0.59,0.01,1.0,0.0,2
6842,0.0,0.8,0.17,1.0,0.53,0.94,0.75,0.73,0.77,0.47,0.63,0.23,0.61,0.01,1.0,0.0,2
6843,0.0,0.81,0.26,1.0,0.62,1.0,0.67,0.74,0.59,0.5,0.47,0.24,0.61,0.03,1.0,0.0,2
6844,0.0,0.81,0.34,1.0,0.68,0.83,0.56,0.52,0.24,0.29,0.16,0.2,0.64,0.17,1.0,0.0,2
6845,0.0,0.82,0.35,1.0,0.58,0.85,0.42,0.57,0.21,0.29,0.15,0.0,0.58,0.02,1.0,0.11,2
6846,0.0,0.82,0.43,1.0,1.0,0.94,0.9,0.65,0.55,0.41,0.13,0.18,0.28,0.01,0.92,0.0,2
6847,0.0,0.83,0.37,1.0,0.61,0.81,0.44,0.53,0.19,0.27,0.03,0.0,0.51,0.03,1.0,0.07,2
